OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE_CODE,PROVINCE_NAME,HLCIT_DISTRICT_CODE,CBS_DISTRICT_CODE,DISTRICT_PCODE,CBS_LU_CODE,HLCIT_LU_CODE,LU_PCODE
759,Naugad Gaunpalika,Darchula,Naugad,Gaunpalika,7,Sudurpashchim,524775,703,NP0775,70304,524 7 75 4 005,NP0775405
760,Shailyashikhar Nagarpalika,Darchula,Shailyashikhar,Nagarpalika,7,Sudurpashchim,524775,703,NP0775,70307,524 7 75 3 002,NP0775302
761,Binayee Tribeni Gaunpalika,Nawalparasi_E,Binayee Tribeni,Gaunpalika,4,Gandaki,524447,408,NP0447,40808,524 4 47 4 004,NP0447404
762,Bulingtar Gaunpalika,Nawalparasi_E,Bulingtar,Gaunpalika,4,Gandaki,524447,408,NP0447,40802,524 4 47 4 002,NP0447402
763,Bungdikali Gaunpalika,Nawalparasi_E,Bungdikali,Gaunpalika,4,Gandaki,524447,408,NP0447,40803,524 4 47 4 001,NP0447401
764,Devchuli Nagarpalika,Nawalparasi_E,Devchuli,Nagarpalika,4,Gandaki,524447,408,NP0447,40805,524 4 47 3 003,NP0447303
765,Gaidakot Nagarpalika,Nawalparasi_E,Gaidakot,Nagarpalika,4,Gandaki,524447,408,NP0447,40801,524 4 47 3 004,NP0447304
766,Hupsekot Gaunpalika,Nawalparasi_E,Hupsekot,Gaunpalika,4,Gandaki,524447,408,NP0447,40804,524 4 47 4 003,NP0447403
767,Kawasoti Nagarpalika,Nawalparasi_E,Kawasoti,Nagarpalika,4,Gandaki,524447,408,NP0447,40806,524 4 47 3 002,NP0447302
768,Madhyabindu Nagarpalika,Nawalparasi_E,Madhyabindu,Nagarpalika,4,Gandaki,524447,408,NP0447,40807,524 4 47 3 001,NP0447301
769,Chitawan National Park,Nawalparasi_E,Chitawan National Park,National Park,4,Gandaki,524447,,NP0447,,524 4 47 5 997,NP0447597
770,Bhume Gaunpalika,Rukum_E,Bhume,Gaunpalika,5,5,524552,501,NP0552,50103,524 5 52 4 003,NP0552403
771,Putha Uttarganga Gaunpalika,Rukum_E,Putha Uttarganga,Gaunpalika,5,5,524552,501,NP0552,50101,524 5 52 4 002,NP0552402
772,Sisne Gaunpalika,Rukum_E,Sisne,Gaunpalika,5,5,524552,501,NP0552,50102,524 5 52 4 001,NP0552401
773,Dhorpatan Hunting Reserve,Rukum_E,Dhorpatan Hunting Reserve,Hunting Reserve,5,5,524552,,NP0552,,524 5 52 5 998,NP0552598
774,Parsa Wildlife Reserve,Parsa,Parsa Wildlife Reserve,Wildlife Reserve,2,2,524234,,NP0234,,524 2 34 5 995,NP0234595
775,Chitawan National Park,Parsa,Chitawan National Park,National Park,2,2,524234,,NP0234,,524 2 34 5 997,NP0234597
776,Rolpa Nagarpalika,Rolpa,Rolpa,Nagarpalika,5,5,524554,502,NP0554,50207,524 5 54 3 001,NP0554301
777,Musikot Nagarpalika,Rukum_W,Musikot,Nagarpalika,6,Karnali,524652,608,NP0652,60804,524 6 52 3 003,NP0652303
